SubscriptionID	CustomerID	ProductID	Pattern		StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
912692	71266	8	1111110		25/11/2009	27/05/2010	152	10	27/04/2010	BT	Paid	25/11/2009	2155	144	144	0.947368	0	0	0	144	0
912709	1002789	2	1111110		26/11/2009	24/02/2010	76	10	25/01/2010	BT	Paid	19/11/2009	5196	77	77	1.013.158	0	0	0	77	0
912753	1026583	8	1111110		25/11/2009	27/05/2010	152	10	27/04/2010	BT	Paid	24/11/2009	4861	144	144	0.947368	0	0	0	144	0
912931	71010	8	1111110		26/11/2009	24/02/2010	76	10	25/01/2010	BT	Paid	9/11/2009	2145	77	77	1.013.158	0	0	0	77	0
912994	155841	8	1111110		25/11/2009	23/02/2010	76	10	25/01/2010	BT	Paid	12/11/2009	866	77	77	1.013.158	0	0	0	77	0
913042	1105339	8	1111110		25/11/2009	23/02/2010	76	10	25/01/2010	BT	Paid	4/12/2009	5639	77	77	1.013.158	0	0	0	77	0
913058	501314	2	1111110		26/11/2009	24/02/2010	76	10	25/01/2010	BT	Paid	24/11/2009	4928	77	77	1.013.158	0	0	0	77	0
913060	459548	2	1111110		26/11/2009	24/02/2010	76	10	25/01/2010	BT	Paid	23/11/2009	4928	77	77	1.013.158	0	0	0	77	0
913152	29113	7	1111110		26/11/2009	26/11/2009	76	10	BT	Not	Paid	4928									
913168	663403	2	1111110		10/11/2009	9/12/2009	25	10	23/11/2009	DD	Paid	28/10/2009	924	26	26	1.04	0	0	0	26	0
913170	303317	8	1111110		19/11/2009	17/12/2009	25	25	25/11/2009	BT	Paid	25/11/2009	4688	22.9	22.9	0.916	0	0	0	22.9	0
913260	250381	8	1111110		30/10/2009	2/04/2010	76	25	24/03/2010	BT	Paid	7/12/2009	5814	77	54	0.710526	0	23	23	54	0
913302	793341	8	1111110		11/11/2009	10/12/2009	25	10	21/11/2009	DD	Paid	28/10/2009	883	26	26	1.04	0	0	0	26	0
913306	687377	3	1111110		10/11/2009	9/12/2009	25	10	23/11/2009	DD	Paid	28/10/2009	924	26	26	1.04	0	0	0	26	0
913334	817424	3	1111110		28/10/2009	28/12/2009	50	25	23/12/2009	BT	Paid	4/11/2009	7488	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
913344	266458	1	1111110		28/10/2009	14/10/2010	304	25	14/09/2010	BT	Paid	26/10/2009	4924	259	259	0.851974	0	0	0	259	0
913349	889205	1	1111110		28/10/2009	21/04/2010	152	25	22/03/2010	BT	Paid	26/10/2009	4926	144	144	0.947368	0	0	0	144	0
913455	245884	8	1111110		27/11/2009	25/02/2010	76	10	26/01/2010	BT	Paid	24/11/2009	4869	77	77	1.013.158	0	0	0	77	0
913498	222863	8	1111110		27/11/2009	29/05/2010	152	10	29/04/2010	BT	Paid	7/12/2009	871	144	144	0.947368	0	0	0	144	0
913560	855817	2	1111110		30/10/2009	30/11/2010	329	25	1/11/2010	BT	Paid	4/11/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
913562	1109270	6	1111110		27/11/2009	26/11/2010	304	10	27/10/2010	BT	Paid	23/11/2009	5017	259	259	0.851974	0	0	0	259	0
913577	67723	8	1111110		13/11/2009	11/12/2009	25	25	21/11/2009	DD	Paid	28/10/2009	4688	22.9	22.9	0.916	0	0	0	22.9	0
913640	1130900	7	1111110		2/11/2009	4/11/2009	304	25	BT	Not	Paid	4965	259	259	0.851974	0	0	0	0	0	
913641	1130944	5	1111110		2/11/2009	4/11/2009	304	25	BT	Not	Paid	5490	259	198	0.651316	0	61	61	0	0	
913648	1130720	7	1111110		29/10/2009	2/01/2010	50	25	7/12/2009	BT	Paid	2/12/2009	7488	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
91366	83885	8	1111110		13/02/2008	11/02/2009	304	10	12/01/2009	BT	Paid	22/02/2008	875	249	249	0.811842	0	0	0	246.8	-2.2
91367	83885	8	1111110		13/01/2007	12/02/2008	330	25	14/01/2008	BT	Paid	18/01/2007	1004	254.33	235	0.712121	0	19.33	19.33	235	0
91368	83885	8	1111110		13/07/2006	12/01/2007	152	15	BT	Paid	20/07/2006	17/05/1902	123	123	0.809211	0	0	0	123	0	
913695	1124204	8	1111110		27/11/2009	27/11/2009	82	10	BT	Not	Paid	5633									
913735	900689	5	1111110		27/11/2009	26/11/2010	304	10	27/10/2010	BT	Paid	27/11/2009	4924	259	259	0.851974	0	0	0	259	0
913785	177387	8	1111110		27/11/2009	27/11/2010	304	10	28/10/2010	BT	Paid	12/11/2009	1749	259	259	0.851974	0	0	0	259	0
913912	657055	6	1111110		28/11/2009	18/12/2010	304	10	18/11/2010	BT	Paid	20/11/2009	4924	259	259	0.851974	0	0	0	259	0
913914	894101	5	1111110		28/11/2009	9/12/2010	304	10	9/11/2010	BT	Paid	4/11/2009	4924	259	259	0.851974	0	0	0	259	0
913951	593026	5	1111110		28/11/2009	9/12/2010	304	10	9/11/2010	BT	Paid	13/11/2009	4924	259	259	0.851974	0	0	0	259	0
914107	7797	8	1111110		28/11/2009	26/02/2010	76	10	27/01/2010	BT	Paid	18/11/2009	866	77	77	1.013.158	0	0	0	77	0
914182	115989	8	1111110		28/11/2009	31/05/2010	152	10	3/05/2010	BT	Paid	17/11/2009	4248	144	144	0.947368	0	0	0	144	0
914203	672056	8	1111110		28/11/2009	26/02/2010	76	10	27/01/2010	BT	Paid	30/11/2009	866	77	77	1.013.158	0	0	0	77	0
914294	778387	2	1111110		30/10/2009	29/12/2009	50	25	23/12/2009	BT	Paid	9/11/2009	7461	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
914319	1131002	8	1111110		30/10/2009	29/01/2010	76	25	27/01/2010	BT	Paid	12/11/2009	6086	77	54	0.710526	0	23	23	54	0
914567	924364	8	1111110		29/11/2009	13/01/2011	304	10	14/12/2010	BT	Paid	30/11/2009	876	259	259	0.851974	0	0	0	259	0
914719	791137	8	1111110		29/11/2009	29/11/2010	304	10	1/11/2010	BT	Paid	12/11/2009	876	259	259	0.851974	0	0	0	259	0
914757	870014	8	1111110		29/11/2009	29/11/2010	304	10	1/11/2010	BT	Paid	26/11/2009	876	259	259	0.851974	0	0	0	259	0
914763	973353	1	1111110		29/11/2009	29/11/2009	152	10	9/11/2009	BT	Paid	9/11/2009	5179	144	144	0.947368	0	0	0	144	0
914803	728094	6	1111110		29/11/2009	29/11/2010	304	10	1/11/2010	BT	Paid	12/11/2009	4924	259	259	0.851974	0	0	0	259	0
914824	31628	6	1111110		29/11/2009	1/06/2010	152	10	3/05/2010	BT	Paid	12/11/2009	4926	144	144	0.947368	0	0	0	144	0
914849	671228	2	1111110		29/11/2009	27/02/2010	76	10	28/01/2010	BT	Paid	25/11/2009	4928	77	77	1.013.158	0	0	0	77	0
914907	466169	1	1111110		29/11/2009	27/02/2010	76	10	28/01/2010	BT	Paid	18/11/2009	4928	77	77	1.013.158	0	0	0	77	0
914978	197304	8	1111110		29/11/2009	1/03/2010	76	10	28/01/2010	BT	Paid	4/12/2009	2145	77	77	1.013.158	0	0	0	77	0
915040	1101133	6	1111110		29/11/2009	27/02/2010	76	10	28/01/2010	BT	Paid	17/11/2009	5015	77	77	1.013.158	0	0	0	77	0
915101	52794	8	1111110		13/11/2009	11/12/2009	25	25	21/11/2009	DD	Paid	4/11/2009	4688	22.9	22.9	0.916	0	0	0	22.9	0
91512	83968	8	1111110		11/10/2008	10/11/2009	304	10	12/10/2009	BT	Paid	14/10/2008	875	249	249	0.819079	0	0	0	249	0
91513	83968	8	1111110		20/09/2007	10/10/2008	306	25	10/09/2008	BT	Paid	21/09/2007	874	235	235	0.697614	0	0	0	213.47	-21.53
91514	83968	8	1111110		20/09/2006	19/09/2007	303	15	BT	Paid	11/09/2006	22/05/1902	229	229	0.709307	0	0	0	214.92	-14.08	
915187	657391	2	1111110		4/11/2009	4/01/2010	50	25	7/01/2010	BT	Paid	10/11/2009	7488	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
915287	1113333	3	1111110		4/11/2009	10/03/2010	100	25	8/02/2010	BT	Paid	17/11/2009	7279	101.315.789	77	0.77	0	24.315.789	24.315.789	77	0
915310	1120107	8	1111110		10/11/2009	9/12/2010	329	25	9/11/2010	BT	Paid	25/11/2009	4849	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
915368	1125773	2	1111110		9/04/2010	9/06/2010	50	25	10/05/2010	BT	Paid	30/10/2009	7488	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
915420	808430	2	1111110		2/11/2009	8/11/2010	304	25	27/10/2010	BT	Paid	9/11/2009	5246	259	142.45	0.468586	0	116.55	116.55	142.45	0
915426	1131491	8	1111110		4/11/2009	3/03/2010	100	25	9/03/2010	BT	Paid	9/11/2009	7906	101.315.789	77	0.77	0	24.315.789	24.315.789	77	0
91550	83998	8	1111110		1/01/2008	30/12/2008	304	10	21/11/2008	BT	Paid	2/01/2008	875	249	249	0.811842	0	0	0	246.8	-2.2
91551	83998	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	28/12/2006	874	235	235	0.773026	0	0	0	235	0
915628	14713	3	1111110		3/12/2009	18/01/2011	304	10	20/12/2010	BT	Paid	27/11/2009	4924	259	259	0.851974	0	0	0	259	0
915692	712705	6	1111110		1/12/2009	30/11/2010	304	10	1/11/2010	BT	Paid	30/11/2009	4924	259	259	0.851974	0	0	0	259	0
915780	29632	8	1111110		2/12/2009	1/12/2010	304	10	1/11/2010	BT	Paid	18/11/2009	1749	259	259	0.851974	0	0	0	259	0
916077	51054	6	1111110		3/12/2009	2/12/2010	304	10	2/11/2010	BT	Paid	18/11/2009	4965	259	259	0.851974	0	0	0	259	0
916135	989690	8	1111110		2/12/2009	1/12/2010	304	10	1/11/2010	BT	Paid	1/12/2009	1749	259	259	0.851974	0	0	0	259	0
916232	685825	6	1111110		2/12/2009	1/12/2010	304	10	1/11/2010	BT	Paid	3/12/2009	4924	259	259	0.851974	0	0	0	259	0
916272	736140	6	1111110		1/12/2009	30/11/2010	304	10	1/11/2010	BT	Paid	27/11/2009	4924	259	259	0.851974	0	0	0	259	0
916345	709422	6	1111110		6/11/2009	5/11/2010	304	25	6/10/2010	BT	Paid	12/11/2009	4965	259	259	0.851974	0	0	0	259	0
916371	230080	8	1111110		1/12/2009	2/06/2010	152	10	3/05/2010	BT	Paid	17/11/2009	871	144	144	0.947368	0	0	0	144	0
916426	463520	8	1111110		2/12/2009	3/06/2010	152	10	4/05/2010	BT	Paid	8/12/2009	871	144	144	0.947368	0	0	0	144	0
916492	219906	8	1111110		3/12/2009	3/03/2010	76	10	1/02/2010	BT	Paid	3/12/2009	866	77	77	1.013.158	0	0	0	77	0
916533	637894	1	1111110		1/12/2009	30/11/2010	304	10	1/11/2010	BT	Paid	17/11/2009	5017	259	259	0.851974	0	0	0	259	0
916940	35581	8	1111110		1/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	13/11/2009	866	77	77	1.013.158	0	0	0	77	0
916960	36306	8	1111110		1/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	2/12/2009	151	77	77	1.013.158	0	0	0	77	0
916962	77196	8	1111110		1/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	27/11/2009	866	77	77	1.013.158	0	0	0	77	0
917003	297158	8	1111110		1/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	27/11/2009	866	77	77	1.013.158	0	0	0	77	0
917113	622439	8	1111110		1/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	30/11/2009	2145	77	77	1.013.158	0	0	0	77	0
917188	769361	3	1111110		19/11/2009	17/12/2009	25	25	23/11/2009	DD	Paid	4/11/2009	5389	22.9	22.9	0.916	0	0	0	22.9	0
917256	1131718	8	1111110		6/11/2009	5/02/2010	76	25	14/01/2010	BT	Paid	17/11/2009	274	77	77	1.013.158	0	0	0	77	0
917320	269080	8	1111110		19/11/2009	17/12/2009	25	25	21/11/2009	DD	Paid	4/11/2009	4688	22.9	22.9	0.916	0	0	0	22.9	0
917340	1130900	8	1111110		4/11/2009	12/11/2010	304	25	4/10/2010	BT	Paid	13/11/2009	284	259	259	0.851974	0	0	0	259	0
917368	944155	8	1111110		7/11/2009	6/02/2010	76	25	7/01/2010	BT	Paid	17/11/2009	274	77	77	1.013.158	0	0	0	77	0
917462	810810	6	1111110		18/11/2009	16/12/2009	25	10	23/11/2009	DD	Paid	4/11/2009	924	26	26	1.04	0	0	0	26	0
917509	221564	8	1111110		18/11/2009	16/12/2009	25	10	21/11/2009	DD	Paid	4/11/2009	883	26	26	1.04	0	0	0	26	0
917510	127786	8	1111110		19/11/2009	17/12/2009	25	10	21/11/2009	DD	Paid	25/11/2009	883	26	26	1.04	0	0	0	26	0
917526	501783	6	1111110		18/11/2009	16/12/2009	25	10	23/11/2009	DD	Paid	4/11/2009	924	26	26	1.04	0	0	0	26	0
917565	902242	5	1111110		4/12/2009	3/12/2010	304	10	3/11/2010	BT	Paid	18/11/2009	4924	259	259	0.851974	0	0	0	259	0
917622	851341	8	1111110		4/12/2009	3/12/2010	304	10	3/11/2010	BT	Paid	3/12/2009	1740	259	259	0.851974	0	0	0	259	0
917639	22028	3	1111110		4/12/2009	4/12/2009	304	10	BT	Not	Paid	5067									
917670	732295	1	1111110		4/12/2009	4/01/2011	304	10	26/11/2010	BT	Paid	4/12/2009	4924	259	259	0.851974	0	0	0	259	0
917673	972567	8	1111110		4/12/2009	3/12/2010	304	10	3/11/2010	BT	Paid	1/12/2009	876	259	259	0.851974	0	0	0	259	0
917691	156144	8	1111110		4/12/2009	3/12/2010	304	10	3/11/2010	BT	Paid	20/11/2009	876	259	259	0.851974	0	0	0	259	0
917700	462417	3	1111110		5/01/2010	5/01/2011	304	10	9/11/2010	BT	Paid	4/11/2009	8221	259	259	0.851974	0	0	0	259	0
917704	39326	8	1111110		4/12/2009	7/06/2010	152	10	10/05/2010	BT	Paid	19/11/2009	871	144	144	0.947368	0	0	0	144	0
917734	153820	8	1111110		4/12/2009	1/03/2010	76	10	1/02/2010	BT	Paid	25/12/2009	1608	77	77	1.013.158	0	0	0	77	0
917736	69230	5	1111110		4/12/2009	11/03/2010	76	10	2/02/2010	BT	Paid	17/11/2009	5078	77	77	1.013.158	0	0	0	77	0
917737	1017028	1	1111110		4/12/2009	4/03/2010	76	10	2/02/2010	BT	Paid	3/12/2009	5106	77	77	1.013.158	0	0	0	77	0
917748	967711	8	1111110		4/12/2009	4/03/2010	76	10	2/02/2010	BT	Paid	30/11/2009	866	77	77	1.013.158	0	0	0	77	0
917771	999215	8	1111110		4/12/2009	4/03/2010	76	10	2/02/2010	BT	Paid	1/12/2009	4259	77	77	1.013.158	0	0	0	77	0
917838	926576	6	1111110		12/11/2009	10/11/2010	304	25	11/10/2010	BT	Paid	16/11/2009	4965	259	259	0.851974	0	0	0	259	0
917975	919148	6	1111110		9/11/2009	8/11/2010	304	25	11/10/2010	BT	Paid	4/11/2009	8221	259	259	0.851974	0	0	0	259	0
918277	1131876	6	1111110		5/11/2009	5/01/2010	50	25	7/01/2010	BT	Paid	23/11/2009	7461	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
918467	180215	8	1111110		5/12/2009	4/12/2010	304	10	4/11/2010	BT	Paid	2/12/2009	876	259	259	0.851974	0	0	0	259	0
918523	863105	8	1111110		5/12/2009	7/06/2010	152	10	10/05/2010	BT	Paid	4/12/2009	1735	144	144	0.947368	0	0	0	144	0
918529	166292	8	1111110		13/11/2009	29/05/2010	164	25	29/04/2010	BT	Paid	16/11/2009	4856	155.368.421	144	0.878049	0	11.368.421	11.368.421	144	0
918531	758402	6	1111110		5/11/2009	4/12/2010	329	25	4/11/2010	BT	Paid	17/11/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
918626	89989	8	1111110		5/12/2009	14/06/2010	152	10	17/05/2010	BT	Paid	23/12/2009	871	144	144	0.947368	0	0	0	144	0
918645	614545	8	1111110		5/12/2009	5/03/2010	76	10	3/02/2010	BT	Paid	23/11/2009	4302	77	77	1.013.158	0	0	0	77	0
918649	692875	5	1111110		5/12/2009	5/03/2010	76	10	3/02/2010	BT	Paid	30/11/2009	5181	77	77	1.013.158	0	0	0	77	0
91867	84195	8	1111110		1/01/2008	31/03/2008	76	10	3/03/2008	BT	Paid	31/12/2007	865	74	74	0.973684	0	0	0	74	0
918678	1119873	6	1111110		8/11/2009	8/12/2010	329	25	8/11/2010	BT	Paid	23/11/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
91868	84195	8	1111110		30/09/2007	31/12/2007	77	25	1/12/2007	BT	Paid	1/10/2007	864	68	68	0.883117	0	0	0	68	0
91869	84195	8	1111110		2/07/2007	29/09/2007	76	25	BT	Paid	27/06/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
91870	84195	8	1111110		2/04/2007	30/06/2007	74	25	BT	Paid	21/03/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
91871	84195	8	1111110		2/01/2007	31/03/2007	77	25	BT	Paid	29/12/2006	13/05/1902	68	68	0.883117	0	0	0	68	0	
918766	686132	2	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
918826	672911	1	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919071	674645	6	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919072	661893	6	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919302	663938	2	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
91934	84228	8	1111110		1/07/2008	1/07/2009	304	10	1/06/2009	BT	Paid	1/07/2008	875	249	249	0.819079	0	0	0	249	0
919342	648359	1	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
91935	84228	8	1111110		2/07/2007	30/06/2008	305	25	2/06/2008	BT	Paid	27/06/2007	874	235	235	0.770492	0	0	0	235	0
91936	84228	8	1111110		1/07/2006	30/06/2007	303	15	BT	Paid	16/06/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
919488	646636	2	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919542	665388	2	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919602	648674	3	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919638	669049	3	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919740	654114	7	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919811	661019	7	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919941	665352	7	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
919959	805609	8	1111110		6/11/2009	12/02/2010	82	25	13/01/2010	BT	Paid	13/11/2009	5688	83.078.947	77	0.939024	0	6.078.947	6.078.947	77	0
91997	84265	8	1111110		1/01/2008	30/12/2008	304	10	21/11/2008	BT	Paid	12/12/2007	875	249	249	0.819079	0	0	0	249	0
91998	84265	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	11/12/2006	874	235	235	0.773026	0	0	0	235	0
920013	670078	7	1111110		21/11/2009	19/12/2009	25	10	3/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
920056	1017312	5	1111110		6/11/2009	6/01/2010	50	25	8/01/2010	BT	Paid	16/11/2009	7461	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
920176	1120252	8	0000010		14/11/2009	13/11/2010	52	4	14/10/2010	BT	Paid	3/12/2009	1505	57.2	57.2	1.1	0	0	0	57.2	0
920360	658105	2	1111110		6/12/2009	8/06/2011	304	10	BT	Paid	25/11/2009	24/06/1913	259	259	0.851974	0	0	0	259	0	
920403	694860	6	1111110		6/12/2009	11/12/2010	304	10	11/11/2010	BT	Paid	23/12/2009	4924	259	259	0.851974	0	0	0	259	0
920437	262383	8	0000010		6/12/2009	11/12/2010	52	4	11/11/2010	BT	Paid	24/11/2009	1505	57.2	57.2	1.1	0	0	0	57.2	0
920440	780355	1	1111110		6/12/2009	7/01/2011	304	10	8/12/2010	BT	Paid	27/11/2009	4924	259	259	0.851974	0	0	0	259	0
920468	103474	8	1111110		6/12/2009	6/12/2010	304	10	8/11/2010	BT	Paid	16/11/2009	876	259	259	0.851974	0	0	0	259	0
920514	55315	8	1111110		6/12/2009	6/03/2010	76	10	4/02/2010	BT	Paid	8/12/2009	274	77	77	1.013.158	0	0	0	77	0
920564	216283	6	1111110		6/12/2009	21/06/2010	152	10	24/05/2010	BT	Paid	23/11/2009	5122	144	144	0.947368	0	0	0	144	0
920576	100668	8	1111110		6/12/2009	6/03/2010	76	10	4/02/2010	BT	Paid	4/12/2009	866	77	77	1.013.158	0	0	0	77	0
920597	996304	8	1111110		22/11/2009	20/02/2010	76	10	4/02/2010	DD	Paid	11/11/2009	866	77	77	1.013.158	0	0	0	77	0
920700	1103429	5	1111110		6/12/2009	6/12/2009	304	10	BT	Not	Paid	5017									
920717	1018552	3	1111110		6/12/2009	6/03/2010	76	10	4/02/2010	BT	Paid	18/11/2009	4963	77	77	1.013.158	0	0	0	77	0
920726	108011	8	1111110		6/12/2009	6/03/2010	76	10	4/02/2010	BT	Paid	8/12/2009	274	77	77	1.013.158	0	0	0	77	0
920758	1120106	5	1111110		8/11/2009	21/12/2010	329	25	22/11/2010	BT	Paid	19/11/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
920771	659999	2	1111110		22/11/2009	21/12/2009	25	10	7/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
920919	658697	6	1111110		22/11/2009	21/12/2009	25	10	7/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
921029	1124204	8	1111110		27/11/2009	27/12/2010	329	10	26/11/2010	BT	Paid	24/11/2009	4849	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
921088	864935	5	1111110		6/11/2009	5/02/2010	76	25	9/02/2010	BT	Paid	19/11/2009	7701	77	54	0.710526	0	23	23	54	0
921103	110883	8	1111110		22/11/2009	21/12/2009	25	10	7/12/2009	DD	Paid	11/11/2009	883	26	26	1.04	0	0	0	26	0
921190	363805	2	1111110		11/11/2009	10/12/2010	329	25	10/11/2010	BT	Paid	23/11/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	0
921212	266396	8	0000010		14/11/2009	20/11/2010	52	4	21/10/2010	BT	Paid	15/12/2009	1505	57.2	57.2	1.1	0	0	0	57.2	0
921270	456965	3	0000010		14/11/2009	13/11/2010	52	4	14/10/2010	BT	Paid	17/11/2009	1934	57.2	57.2	1.1	0	0	0	57.2	0
921280	724432	6	1111110		8/12/2009	31/12/2010	304	10	27/11/2010	BT	Paid	4/12/2009	4924	259	259	0.851974	0	0	0	259	0
921308	973194	7	1111110		8/12/2009	7/12/2010	304	10	8/11/2010	BT	Paid	27/11/2009	4924	259	259	0.851974	0	0	0	259	0
921325	109594	8	1111110		8/12/2009	14/12/2010	304	10	15/11/2010	BT	Paid	20/11/2009	876	259	259	0.851974	0	0	0	259	0
921360	797468	8	1111110		8/12/2009	7/12/2010	304	10	8/11/2010	BT	Paid	2/12/2009	876	259	259	0.851974	0	0	0	259	0
921361	794260	8	1111110		8/12/2009	20/12/2010	304	10	22/11/2010	BT	Paid	30/11/2009	876	259	259	0.851974	0	0	0	259	0
921398	688591	1	1111110		10/12/2009	9/12/2010	304	10	9/11/2010	BT	Paid	4/12/2009	4924	259	259	0.851974	0	0	0	259	0
921432	867786	8	1111110		8/12/2009	7/12/2010	304	10	8/11/2010	BT	Paid	25/11/2009	1628	259	259	0.851974	0	0	0	259	0
921435	24879	3	1111110		9/12/2009	8/12/2010	304	10	8/11/2010	BT	Paid	7/12/2009	4924	259	259	0.851974	0	0	0	259	0
921436	255251	8	1111110		8/12/2009	7/12/2010	304	10	8/11/2010	BT	Paid	30/11/2009	284	259	259	0.851974	0	0	0	259	0
921534	673381	5	1111110		9/12/2009	8/12/2010	304	10	8/11/2010	BT	Paid	3/12/2009	4924	259	259	0.851974	0	0	0	270.16	0
921632	691002	8	1111110		10/12/2009	9/12/2010	304	10	9/11/2010	BT	Paid	9/12/2009	50	259	259	0.851974	0	0	0	259	0
921695	851672	8	1111110		9/12/2009	8/12/2010	304	10	8/11/2010	BT	Paid	17/11/2009	876	259	259	0.851974	0	0	0	259	0
921751	43599	3	1111110		9/12/2009	3/07/2010	152	10	11/05/2010	BT	Paid	30/11/2009	4926	144	144	0.947368	0	0	0	144	0
921868	208961	8	1111110		8/12/2009	8/03/2010	76	10	8/02/2010	BT	Paid	8/12/2009	866	77	77	1.013.158	0	0	0	77	0
921992	802122	2	1111110		8/12/2009	8/03/2010	76	10	8/02/2010	BT	Paid	2/12/2009	4928	77	77	1.013.158	0	0	0	77	0
922093	754738	3	1111110		10/12/2009	10/03/2010	76	10	8/02/2010	BT	Paid	4/12/2009	5106	77	77	1.013.158	0	0	0	77	0
922213	74975	8	1111110		10/12/2009	16/12/2009	76	10	15/12/2009	BT	Not	Paid	290	77	77	1.013.158	0	0	0	0	0
922260	931682	2	1111110		24/11/2009	22/12/2009	25	25	7/12/2009	DD	Paid	11/11/2009	5389	22.9	22.9	0.916	0	0	0	22.9	0
922270	143748	8	1111110		26/11/2009	24/12/2009	25	25	8/12/2009	DD	Paid	11/11/2009	4688	22.9	22.9	0.916	0	0	0	22.9	0
922417	1131258	1	1111110		12/11/2009	11/01/2010	50	25	8/01/2010	BT	Paid	24/11/2009	7488	50.657.895	29.6	0.592	0	21.057.895	21.057.895	29.6	0
922427	973353	1	1111110		30/11/2009	21/08/2010	202	10	22/07/2010	BT	Paid	30/11/2009	8227	191.368.421	144	0.712871	0	47.368.421	47.368.421	0	-1.439.999
922528	840702	6	1111110		21/11/2009	20/11/2010	304	10	2/11/2010	BT	Paid	18/11/2009	5246	259	142.45	0.468586	0	116.55	116.55	142.45	0
922535	688847	1	1111110		25/11/2009	23/12/2009	25	10	7/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
922603	1132498	8	1111110		16/11/2009	18/11/2009	304	25	16/11/2009	BT	Not	Paid	284	259	259	0.851974	0	0	0	0	0
922619	688633	7	1111110		25/11/2009	23/12/2009	25	10	7/12/2009	DD	Paid	11/11/2009	924	26	26	1.04	0	0	0	26	0
922637	52197	7	1111110		11/12/2009	10/12/2010	304	10	10/11/2010	BT	Paid	3/12/2009	4923	259	259	0.851974	0	0	0	259	0
922763	592382	3	1111110		11/12/2009	22/06/2010	152	10	13/05/2010	BT	Paid	9/12/2009	4926	144	144	0.947368	0	0	0	144	0
922820	281829	8	1111110		11/12/2009	11/03/2010	76	10	9/02/2010	BT	Paid	17/12/2009	866	77	77	1.013.158	0	0	0	77	0
