SubscriptionID	CustomerID	ProductID	Pattern	StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
760267	455525	2	1111110	9/4/2009	9/5/2009	25	25	9/4/2009	DD	Paid	18/03/2009	5389	22.9	22.9	0.916	0	0	0	22.9	
760319	880765	7	1111110	28/03/2009	23/04/2010	304	10	14/04/2010	BT	Paid	20/03/2009	5246	259	142.45	0.468586	0	116.55	116.55	142.45	
760981	709422	6	1111110	16/03/2009	14/04/2009	25	0	2/11/2009	BT	Paid	16/03/2009	5458	26	0	0	0	26	26	0	
761080	885305	3	1111110	16/03/2009	14/04/2009	25	0	6/4/2009	BT	Paid	16/03/2009	5458	26	0	0	0	26	26	0	
761276	1019188	6	1111110	16/03/2009	14/04/2009	25	0	BT	Paid	16/03/2009	10/12/1914	26	0	0	0	26	26	0	0	
76130	72144	8	1111110	6/1/2008	4/2/2009	304	10	5/1/2009	BT	Paid	13/12/2007	875	249	249	0.790099	0	0	0	240.19	
76131	72144	8	1111110	2/1/2007	5/1/2008	304	25	6/12/2007	BT	Paid	11/12/2006	874	235	235	0.773026	0	0	0	235	
761663	1022606	7	1111110	13/03/2009	12/5/2009	50	25	14/05/2009	BT	Paid	24/03/2009	4911	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
761712	1020508	8	1111110	16/03/2009	14/05/2009	50	25	7/5/2009	BT	Paid	20/03/2009	5972	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
762357	140229	8	1111110	12/4/2009	16/04/2010	304	10	17/03/2010	BT	Paid	26/03/2009	876	259	259	0.851974	0	0	0	259	
762441	100943	8	10	12/4/2009	17/04/2010	52	4	18/03/2010	BT	Paid	8/4/2009	1505	57.2	57.2	1.1	0	0	0	57.2	
762490	40044	8	1111110	12/4/2009	13/10/2009	152	10	14/09/2009	BT	Paid	7/4/2009	4248	144	144	0.947368	0	0	0	144	
762556	169156	8	1111110	12/4/2009	18/07/2009	76	10	18/06/2009	BT	Paid	25/03/2009	2145	77	77	1.013.158	0	0	0	77	
762640	277331	7	1111110	12/4/2009	29/07/2009	76	10	29/06/2009	BT	Paid	8/4/2009	4928	77	77	1.013.158	0	0	0	77	
762737	616817	2	1111110	15/03/2009	16/06/2009	76	25	17/06/2009	BT	Paid	20/03/2009	5596	77	54	0.710526	0	23	23	54	
762787	123143	8	1111110	18/03/2009	4/8/2009	115	25	6/7/2009	BT	Paid	18/03/2009	1528	259	259	0.847569	0.506574	0	0.506574	0	
762834	673762	6	1111110	15/03/2009	10/3/2010	304	10	25/02/2010	BT	Paid	24/03/2009	5246	259	142.45	0.468586	0	116.55	116.55	142.45	
762907	16946	1	1111110	19/03/2009	18/06/2010	329	10	5/5/2010	BT	Paid	25/03/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	
762932	715988	8	1111110	14/03/2009	30/09/2009	164	10	31/08/2009	BT	Paid	13/03/2009	4856	155.368.421	144	0.878049	0	11.368.421	11.368.421	144	
762938	1004135	6	1111110	20/03/2009	19/04/2010	329	10	22/03/2010	BT	Paid	23/03/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	
762945	1013419	8	1111110	21/03/2009	22/06/2009	76	25	17/06/2009	BT	Paid	15/04/2009	5814	77	54	0.710526	0	23	23	54	
763023	680238	6	1111110	17/04/2009	26/05/2010	304	10	26/04/2010	BT	Paid	2/4/2009	4924	259	259	0.851974	0	0	0	259	
763135	217955	8	1111110	15/04/2009	14/04/2010	304	10	15/03/2010	BT	Paid	16/04/2009	876	259	259	0.851974	0	0	0	259	
763140	230469	8	1111110	15/04/2009	14/04/2010	304	10	15/03/2010	BT	Paid	8/4/2009	876	259	259	0.851974	0	0	0	259	
763210	58760	8	1111110	15/04/2009	14/04/2010	304	10	15/03/2010	BT	Paid	16/04/2009	876	259	259	0.851974	0	0	0	259	
763272	261099	3	1111110	15/04/2009	23/04/2010	304	10	24/03/2010	BT	Paid	16/04/2009	4924	259	259	0.851974	0	0	0	259	
763502	892496	3	1111110	18/03/2009	25/06/2009	82	10	12/6/2009	BT	Paid	16/03/2009	5281	83.078.947	77	0.939024	0	6.078.947	6.078.947	77	
763539	47428	8	1111110	2/4/2009	3/7/2009	76	10	17/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
763634	85566	8	1111110	31/03/2009	10/4/2009	76	10	25/05/2009	DD	Not Paid	Paid	866	77	77	1.013.158	0	0	0	0	
763665	88715	8	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
763738	96140	8	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
763827	107317	8	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
763999	276350	8	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
764052	687526	2	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	4928	77	77	1.013.158	0	0	0	77	
764076	686887	3	1111110	31/03/2009	1/7/2009	76	10	15/06/2009	DD	Paid	18/03/2009	4928	77	77	1.013.158	0	0	0	77	
764108	66815	6	1111110	16/04/2009	27/04/2009	76	10	15/01/2010	BT	Not Paid	Paid	5078	77	77	1.013.158	0	0	0	0	
76419	72567	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	29/12/2007	875	249	249	0.819079	0	0	0	249	
76420	72567	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	29/12/2006	874	235	235	0.773026	0	0	0	235	
764222	759556	8	1111110	16/04/2009	16/07/2009	76	10	16/06/2009	BT	Paid	15/04/2009	866	77	77	1.013.158	0	0	0	77	
76448	72602	8	1111110	1/11/2007	4/2/2008	76	7/1/2008	BT	Paid	16/11/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
76449	72602	8	1111110	1/8/2007	31/10/2007	78	25	1/10/2007	BT	Paid	4/7/2007	864	68	68	0.871795	0	0	0	68	
76450	72602	8	1111110	1/5/2007	31/07/2007	75	25	BT	Paid	3/4/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
76451	72602	8	1111110	1/2/2007	30/04/2007	75	25	BT	Paid	10/1/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
76452	72602	8	1111110	2/11/2006	31/01/2007	75	15	BT	Paid	9/10/2006	12/5/1902	65	65	0.866667	0	0	0	65	0	
764619	967566	3	1111110	17/04/2009	16/04/2010	304	10	17/03/2010	BT	Paid	3/4/2009	4924	259	259	0.851974	0	0	0	259	
764656	250603	2	1111110	17/04/2009	16/10/2009	152	10	16/09/2009	BT	Paid	15/04/2009	4926	144	144	0.947368	0	0	0	144	
764683	590482	6	1111110	6/4/2009	6/4/2010	304	10	8/3/2010	BT	Paid	1/4/2009	5017	259	259	0.851974	0	0	0	259	
764714	15316	8	1111110	3/4/2009	4/7/2009	76	10	18/06/2009	DD	Paid	18/03/2009	866	77	77	1.013.158	0	0	0	77	
764719	222899	8	1111110	17/04/2009	17/07/2009	76	10	17/06/2009	BT	Paid	17/04/2009	866	77	77	1.013.158	0	0	0	77	
764723	86358	8	1111110	30/04/2009	5/8/2009	76	10	6/7/2009	BT	Paid	16/04/2009	866	77	77	1.013.158	0	0	0	77	
764817	1011504	2	1111110	23/04/2009	29/07/2009	76	25	22/07/2009	BT	Paid	17/04/2009	5596	77	54	0.710526	0	23	23	54	
764825	74975	8	1111110	23/03/2009	10/9/2009	152	25	11/8/2009	BT	Paid	7/4/2009	5504	144	88	0.578947	0	56	56	88	
764907	261206	8	1111110	18/10/2009	17/11/2009	25	0	19/10/2009	BT	Paid	17/03/2009	6004	26	26	1.04	0	0	0	26	
765010	452261	3	1111110	19/03/2009	1/3/2010	304	10	1/2/2010	BT	Paid	18/03/2009	4924	259	259	0.851974	0	0	0	249	
765059	652489	2	1111110	18/04/2009	30/07/2010	304	10	30/06/2010	BT	Paid	31/03/2009	4924	259	259	0.851974	0	0	0	259	
765069	707019	2	1111110	18/04/2009	10/5/2010	304	10	12/4/2010	BT	Paid	20/04/2009	4924	259	259	0.851974	0	0	0	259	
765376	505171	8	1111110	18/04/2009	18/07/2009	76	10	18/06/2009	BT	Paid	21/04/2009	866	77	77	1.013.158	0	0	0	77	
765583	1020659	2	1111110	20/03/2009	19/05/2009	50	25	20/05/2009	BT	Paid	1/4/2009	4911	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
766203	769361	3	1111110	22/03/2009	21/04/2009	25	25	2/4/2009	BT	Paid	2/4/2009	5389	22.9	22.9	0.916	0	0	0	22.9	
766400	986377	3	1111110	19/04/2009	4/5/2010	304	10	5/4/2010	BT	Paid	21/04/2009	4978	259	259	0.851974	0	0	0	259	
766418	824373	5	1111110	19/04/2009	19/04/2010	304	10	22/03/2010	BT	Paid	22/04/2009	4924	259	259	0.851974	0	0	0	259	
766460	220583	8	1111110	19/04/2009	19/04/2010	304	10	22/03/2010	BT	Paid	15/04/2009	876	259	259	0.851974	0	0	0	259	
766518	721498	5	1111110	19/04/2009	19/04/2010	304	10	22/03/2010	BT	Paid	8/4/2009	4924	259	259	0.851974	0	0	0	259	
766744	373557	8	1111110	19/04/2009	20/07/2009	76	10	22/06/2009	BT	Paid	15/04/2009	866	77	77	1.013.158	0	0	0	103.82	
766826	94154	8	1111110	28/03/2009	6/7/2009	82	10	8/6/2009	BT	Paid	1/4/2009	4863	83.078.947	77	0.939024	0	6.078.947	6.078.947	77	
766856	674158	3	1111110	5/4/2009	6/5/2009	25	10	20/04/2009	DD	Paid	25/03/2009	914	26	26	1.04	0	0	0	26	
767024	669438	2	1111110	26/03/2009	2/6/2010	329	10	3/5/2010	BT	Paid	6/4/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	
767078	976975	6	1111110	1/4/2009	30/04/2009	25	25	31/03/2009	DD	Paid	25/03/2009	5389	22.9	22.9	0.916	0	0	0	22.9	
767214	281502	8	1111110	21/04/2009	17/06/2010	304	10	13/05/2010	BT	Paid	23/04/2009	876	259	259	0.851974	0	0	0	259	
767283	658667	7	1111110	23/04/2009	12/5/2010	304	10	12/4/2010	BT	Paid	15/04/2009	4924	259	259	0.851974	0	0	0	259	
767296	889205	1	1111110	21/04/2009	2/5/2009	304	10	BT	Not Paid	Paid	4978	259	259	0.851974	0	0	0	0	0	
767442	795630	8	1111110	22/04/2009	21/04/2010	304	10	22/03/2010	BT	Paid	16/04/2009	876	259	259	0.851974	0	0	0	259	
767446	811306	8	1111110	23/04/2009	22/04/2010	304	10	23/03/2010	BT	Paid	28/04/2009	876	259	259	0.851974	0	0	0	259	
767504	915121	7	1111110	22/04/2009	6/5/2010	304	10	6/4/2010	BT	Paid	6/4/2009	4924	259	259	0.851974	0	0	0	259	
767709	237996	8	1111110	21/04/2009	20/10/2009	152	10	21/09/2009	BT	Paid	9/4/2009	871	144	144	0.947368	0	0	0	154.43	
767722	820484	2	1111110	21/04/2009	20/10/2009	152	10	21/09/2009	BT	Paid	22/04/2009	4926	144	144	0.947368	0	0	0	144	
767755	232364	8	1111110	1/4/2009	30/04/2009	25	25	BT	Paid	1/4/2009	16/09/1916	26	0	0	0	26	26	0	0	
767857	978121	1	1111110	21/04/2009	22/07/2009	76	10	22/06/2009	BT	Paid	21/04/2009	4928	77	77	1.013.158	0	0	0	77	
767926	81188	8	1111110	23/04/2009	5/8/2009	76	10	6/7/2009	BT	Paid	24/04/2009	866	77	77	1.013.158	0	0	0	77	
767960	723982	7	1111110	9/4/2009	10/7/2009	76	10	24/06/2009	DD	Paid	25/03/2009	4928	77	77	1.013.158	0	0	0	77	
767968	811253	8	1111110	22/04/2009	23/07/2009	76	10	23/06/2009	BT	Paid	15/04/2009	4869	77	77	1.013.158	0	0	0	77	
768119	688633	7	1111110	9/4/2009	9/5/2009	25	10	23/04/2009	DD	Paid	25/03/2009	924	26	26	1.04	0	0	0	26	
768217	738866	2	1111110	25/03/2009	25/03/2009	152	25	BT	Not Paid	Paid	4925									
768218	738866	2	1111110	1/4/2009	1/10/2009	152	25	1/9/2009	BT	Paid	20/04/2009	4925	144	144	0.947368	0	0	0	144	
768233	1024385	8	1111110	25/03/2009	25/05/2009	50	25	BT	Paid	9/4/2009	11/7/1915	50.657.895	29	0.58	0	21.657.895	21.657.895	29	0	
768376	805681	2	1111110	24/04/2009	23/04/2010	304	10	24/03/2010	BT	Paid	3/4/2009	4924	259	259	0.851974	0	0	0	259	
768570	941323	1	1111110	24/04/2009	24/04/2009	76	10	BT	Not Paid	Paid	4928									
768576	649295	2	1111110	24/04/2009	24/07/2009	76	10	24/06/2009	BT	Paid	15/05/2009	4928	77	77	1.013.158	0	0	0	77	
768611	599953	2	1111110	10/4/2009	11/7/2009	76	10	25/06/2009	DD	Paid	25/03/2009	4928	77	77	1.013.158	0	0	0	77	
768620	29272	7	1111110	8/4/2009	10/6/2009	50	25	8/6/2009	BT	Paid	7/5/2009	4911	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
768675	814753	2	1111110	10/4/2009	11/5/2009	25	10	27/04/2009	DD	Paid	25/03/2009	924	26	26	1.04	0	0	0	26	
768689	662547	1	1111110	10/4/2009	11/5/2009	25	10	27/04/2009	DD	Paid	25/03/2009	924	26	26	1.04	0	0	0	26	
768745	1024807	2	1111110	20/04/2009	18/06/2010	304	25	19/05/2010	BT	Paid	28/04/2009	5246	259	142.45	0.468586	0	116.55	116.55	142.45	
768836	966845	6	1111110	26/03/2009	8/4/2009	12	0	BT	Paid	26/03/2009	21/04/1915	12.48	0	0	0	12.48	12.48	0	0	
768891	904175	6	1111110	30/03/2009	28/04/2009	25	0	24/04/2009	BT	Paid	30/03/2009	5458	26	0	0	0	26	26	0	
76894	73317	8	1111110	1/1/2008	31/03/2008	76	10	3/3/2008	BT	Paid	19/12/2007	865	74	74	0.973684	0	0	0	74	
76895	73317	8	1111110	30/09/2007	31/12/2007	77	25	1/12/2007	BT	Paid	16/09/2007	864	68	68	0.883117	0	0	0	68	
76896	73317	8	1111110	2/7/2007	29/09/2007	76	25	BT	Paid	14/06/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
76897	73317	8	1111110	2/4/2007	30/06/2007	74	25	BT	Paid	9/3/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
76898	73317	8	1111110	2/1/2007	31/03/2007	77	25	BT	Paid	22/12/2006	13/05/1902	68	68	0.883117	0	0	0	68	0	
769020	1024876	8	1111110	26/03/2009	9/6/2009	50	25	12/6/2009	BT	Paid	8/5/2009	5631	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
769039	90144	8	1111110	30/03/2009	27/06/2009	76	10	28/05/2009	BT	Paid	6/5/2009	274	77	77	1.013.158	0	0	0	77	
769054	70505	8	1111110	27/03/2009	27/05/2009	50	25	8/7/2009	BT	Paid	22/04/2009	5656	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
769088	68738	8	1111110	25/04/2009	24/04/2010	304	10	25/03/2010	BT	Paid	21/04/2009	876	259	259	0.851974	0	0	0	259	
769142	590691	6	1111110	25/04/2009	24/04/2010	304	10	25/03/2010	BT	Paid	5/5/2009	4924	259	259	0.851974	0	0	0	259	
769163	758182	8	1111110	25/04/2009	24/10/2009	152	10	24/09/2009	BT	Paid	16/04/2009	4248	144	144	0.947368	0	0	0	144	
769183	82001	8	1111110	25/04/2009	15/12/2009	152	10	16/11/2009	BT	Paid	17/04/2009	871	144	144	0.947368	0	0	0	144	
769207	307133	6	1111110	25/04/2009	8/5/2009	152	10	7/10/2009	BT	Not Paid	Paid	4964	144	144	0.947368	0	0	0	0	
769235	496478	6	1111110	25/04/2009	17/08/2009	76	10	20/07/2009	BT	Paid	9/4/2009	4928	77	77	1.013.158	0	0	0	77	
769312	899177	8	1111110	25/04/2009	27/07/2009	76	10	29/06/2009	BT	Paid	7/4/2009	866	77	77	1.013.158	0	0	0	77	
769375	622439	8	1111110	7/5/2009	1/9/2009	76	10	3/8/2009	BT	Paid	30/04/2009	2145	77	77	1.013.158	0	0	0	77	
769536	1024912	1	1111110	27/03/2009	2/6/2009	50	25	3/6/2009	BT	Paid	30/04/2009	4909	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
769597	962477	1	1111110	27/03/2009	28/05/2009	50	25	BT	Paid	17/04/2009	11/6/1913	50.657.895	29	0.58	0	21.657.895	21.657.895	29	0	
769771	297747	6	1111110	26/04/2009	26/04/2010	304	10	29/03/2010	BT	Paid	20/04/2009	4924	259	259	0.851974	0	0	0	259	
769819	19976	8	1111110	26/04/2009	26/10/2009	152	10	28/09/2009	BT	Paid	22/04/2009	1618	144	144	0.947368	0	0	0	144	
769969	773204	2	1111110	26/04/2009	28/07/2009	76	10	29/06/2009	BT	Paid	29/04/2009	4928	77	77	1.013.158	0	0	0	77	
770036	1012671	6	1111110	1/4/2009	2/7/2009	76	25	3/9/2009	BT	Paid	9/4/2009	5464	77	54	0.710526	0	23	23	54	
77004	73523	8	1111110	1/10/2008	1/10/2009	304	10	1/9/2009	BT	Paid	10/9/2008	875	249	249	0.819079	0	0	0	249	
77005	73523	8	1111110	30/09/2007	30/09/2008	306	25	1/9/2008	BT	Paid	6/9/2007	874	235	235	0.767974	0	0	0	235	
77006	73523	8	1111110	2/10/2006	29/09/2007	302	15	BT	Paid	7/9/2006	22/05/1902	229	229	0.758278	0	0	0	229	0	
770094	864935	5	1111110	7/4/2009	8/7/2009	76	25	6/10/2009	BT	Paid	22/04/2009	5464	77	54	0.710526	0	23	23	54	
770097	166292	8	1111110	7/4/2009	7/5/2009	25	25	29/04/2009	BT	Paid	15/04/2009	6102	22.9	22.9	0.916	0	0	0	22.9	
770117	1025236	8	1111110	30/03/2009	29/03/2010	304	25	1/3/2010	BT	Paid	10/4/2009	300	259	259	0.851974	0	0	0	272.64	
770191	515669	8	1111110	31/03/2009	1/7/2009	76	10	1/6/2009	BT	Paid	31/03/2009	290	77	77	1.013.158	0	0	0	77	
770228	269080	8	1111110	10/4/2009	11/5/2009	25	25	13/04/2009	DD	Paid	1/4/2009	4688	22.9	22.9	0.916	0	0	0	22.9	
770324	936262	8	1111110	30/04/2009	10/6/2010	304	10	11/5/2010	BT	Paid	22/04/2009	876	259	259	0.851974	0	0	0	259	
77033	73579	8	1111110	1/1/2008	31/12/2008	304	10	21/11/2008	BT	Paid	12/12/2007	875	249	249	0.819079	0	0	0	249	
77034	73579	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	13/12/2006	874	235	235	0.773026	0	0	0	235	
771620	775256	6	1111110	29/04/2009	4/8/2009	76	10	30/06/2009	BT	Paid	29/04/2009	4928	77	77	1.013.158	0	0	0	77	
771660	24910	8	1111110	29/04/2009	30/07/2009	76	10	30/06/2009	BT	Paid	4/5/2009	866	77	77	1.013.158	0	0	0	77	
771686	23367	6	1111110	30/04/2009	13/08/2009	76	10	1/7/2009	BT	Paid	15/04/2009	5078	77	77	1.013.158	0	0	0	77	
771763	143748	8	1111110	29/04/2009	29/05/2009	25	25	29/04/2009	DD	Paid	1/4/2009	4688	22.9	22.9	0.916	0	0	0	22.9	
772183	662299	3	1111110	9/5/2009	20/05/2010	304	10	20/04/2010	BT	Paid	16/04/2009	4924	259	259	0.851974	0	0	0	259	
772669	676566	1	1111110	1/5/2009	22/05/2010	304	10	22/04/2010	BT	Paid	15/04/2009	4924	259	259	0.851974	0	0	0	259	
77284	73985	8	1111110	2/8/2008	20/08/2009	304	10	21/07/2009	BT	Paid	10/7/2008	875	249	249	0.811842	0	0	0	246.8	
77285	73985	8	1111110	19/07/2007	1/8/2008	306	25	2/7/2008	BT	Paid	27/06/2007	874	235	235	0.740882	0	0	0	226.71	
77286	73985	8	1111110	19/07/2006	18/07/2007	303	15	BT	Paid	29/06/2006	22/05/1902	229	229	0.619901	0	0	0	187.83	-41.17	
773038	664053	6	1111110	1/5/2009	31/10/2009	152	10	1/10/2009	BT	Paid	14/05/2009	4926	144	144	0.947368	0	0	0	144	
77320	74033	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	12/12/2007	875	249	249	0.819079	0	0	0	249	
77321	74033	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	13/12/2006	874	235	235	0.773026	0	0	0	235	
773385	757734	6	1111110	1/5/2009	1/8/2009	76	10	16/07/2009	BT	Paid	30/04/2009	4928	77	77	1.013.158	0	0	0	77	
773443	192854	8	1111110	1/5/2009	13/05/2009	76	10	17/02/2010	BT	Not Paid	Paid	2145	77	77	1.013.158	0	0	0	0	
773490	793341	8	1111110	1/5/2009	2/6/2009	25	10	4/5/2009	DD	Paid	1/4/2009	883	26	26	1.04	0	0	0	26	
773542	976975	6	1111110	1/5/2009	2/6/2009	25	25	4/5/2009	DD	Paid	1/4/2009	5389	22.9	22.9	0.916	0	0	0	22.9	
773764	292478	8	1111110	18/04/2009	18/05/2009	25	10	4/5/2009	DD	Paid	8/4/2009	883	26	26	1.04	0	0	0	26	
773820	845088	8	1111110	7/4/2009	8/7/2009	76	10	8/6/2009	BT	Paid	1/4/2009	4869	77	77	1.013.158	0	0	0	77	
774198	723030	1	1111110	6/4/2009	6/5/2009	25	0	30/04/2009	BT	Paid	6/4/2009	5458	26	0	0	0	26	26	0	
774906	151573	8	1111110	3/5/2009	3/5/2010	304	10	5/4/2010	BT	Paid	11/5/2009	876	259	259	0.851974	0	0	0	259	
774951	655812	2	1111110	3/5/2009	3/5/2010	304	10	5/4/2010	BT	Paid	5/5/2009	4924	259	259	0.851974	0	0	0	259	
774988	890162	2	1111110	3/5/2009	14/05/2009	304	10	13/05/2009	BT	Not Paid	Paid	5067	259	259	0.851974	0	0	0	0	
774990	459046	3	1111110	3/5/2009	7/5/2009	304	10	6/5/2009	BT	Not Paid	Paid	5067	259	259	0.851974	0	0	0	0	
775043	746547	3	1111110	3/5/2009	31/10/2009	152	10	1/10/2009	BT	Paid	14/05/2009	4926	144	144	0.947368	0	0	0	144	
775099	632109	3	1111110	4/4/2009	5/5/2010	329	10	5/4/2010	BT	Paid	17/04/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	
775140	501314	2	1111110	3/5/2009	27/08/2009	76	10	28/07/2009	BT	Paid	30/04/2009	4928	77	77	1.013.158	0	0	0	77	
775183	204245	8	1111110	3/5/2009	3/8/2009	76	10	6/7/2009	BT	Paid	16/04/2009	866	77	77	1.013.158	0	0	0	77	
775280	1002547	1	1111110	11/4/2009	4/6/2010	329	10	5/5/2010	BT	Paid	27/04/2009	5256	280.299.342	259	0.787234	0	21.299.342	21.299.342	259	
775392	769361	3	1111110	22/04/2009	22/05/2009	25	25	22/04/2009	DD	Paid	8/4/2009	5389	22.9	22.9	0.916	0	0	0	22.9	
775448	1026128	5	1111110	20/04/2009	19/10/2009	152	25	21/09/2009	BT	Paid	21/04/2009	5145	144	144	0.947368	0	0	0	144	
775598	599271	8	1111110	31/01/2010	1/3/2010	25	10	1/2/2010	BT	Paid	31/01/2010	883	26	26	0	26	0	26	0	
775632	460502	1	1111110	5/5/2009	4/6/2010	304	10	5/5/2010	BT	Paid	5/5/2009	4924	259	259	0.851974	0	0	0	259	
775648	464236	1	1111110	6/5/2009	14/05/2009	304	10	13/05/2009	BT	Not Paid	Paid	5067	259	259	0.851974	0	0	0	0	
775673	747784	3	1111110	5/5/2009	17/05/2010	304	10	19/04/2010	BT	Paid	24/04/2009	4924	259	259	0.851974	0	0	0	259	
775795	459034	8	1111110	5/5/2009	4/5/2010	304	10	5/4/2010	BT	Paid	21/04/2009	876	259	259	0.851974	0	0	0	259	
776092	916910	6	1111110	6/5/2009	5/5/2010	304	10	5/4/2010	BT	Paid	22/04/2009	4924	259	259	0.851974	0	0	0	259	
776122	913153	2	1111110	5/5/2009	5/5/2009	304	10	BT	Not Paid	Paid	5067									
776133	65265	8	1111110	7/5/2009	19/05/2010	304	10	19/04/2010	BT	Paid	6/5/2009	50	259	259	0.851974	0	0	0	259	
776159	56598	8	1111110	5/5/2009	2/11/2009	152	10	5/10/2009	BT	Paid	5/5/2009	3894	144	126.72	0.833684	0	17.28	17.28	126.72	
776368	181123	8	1111110	7/5/2009	6/8/2009	76	10	7/7/2009	BT	Paid	16/04/2009	2145	77	77	1.013.158	0	0	0	77	
776476	457626	2	1111110	6/5/2009	10/8/2009	76	10	13/07/2009	BT	Paid	5/5/2009	4928	77	77	1.013.158	0	0	0	77	
776519	908515	7	10000	7/5/2009	5/8/2009	13	4	6/7/2009	BT	Paid	28/05/2009	1930	14.3	14.3	1.1	0	0	0	14.3	
776612	1010137	2	1111110	9/4/2009	23/10/2009	164	10	23/09/2009	BT	Paid	21/04/2009	5259	155.368.421	144	0.878049	0	11.368.421	11.368.421	144	
77662	74922	8	1111110	1/4/2008	29/09/2008	152	10	BT	Not Paid	Paid	870									
77663	74922	8	1111110	30/09/2007	31/03/2008	150	25	17/03/2008	BT	Paid	9/10/2007	869	127	127	0.81529	0.835478	0	0.835478	122.29	
77664	74922	8	1111110	2/4/2007	29/09/2007	150	25	BT	Paid	3/4/2007	18/05/1902	127	127	0.846667	0	0	0	127	0	
77665	74922	8	1111110	2/10/2006	31/03/2007	152	15	BT	Paid	2/10/2006	17/05/1902	123	123	0.809211	0	0	0	123	0	
77666	74923	8	1111110	1/1/2008	30/06/2008	152	10	2/6/2008	BT	Paid	14/12/2007	870	138	138	0.907895	0	0	0	138	
776663	221564	8	1111110	21/04/2009	20/05/2009	25	10	4/5/2009	DD	Paid	8/4/2009	883	26	26	1.04	0	0	0	26	
77667	74923	8	1111110	2/7/2007	31/12/2007	153	25	1/12/2007	BT	Paid	7/6/2007	869	127	127	0.830065	0	0	0	127	
776678	810810	6	1111110	21/04/2009	20/05/2009	25	10	4/5/2009	DD	Paid	8/4/2009	924	26	26	1.04	0	0	0	26	
77668	74923	8	1111110	2/1/2007	30/06/2007	151	25	BT	Paid	11/12/2006	18/05/1902	127	127	0.84106	0	0	0	127	0	
776687	501783	6	1111110	21/04/2009	20/05/2009	25	10	4/5/2009	DD	Paid	8/4/2009	924	26	26	1.04	0	0	0	26	
776695	127786	8	1111110	22/04/2009	22/05/2009	25	10	6/5/2009	DD	Paid	8/4/2009	883	26	26	1.04	0	0	0	26	
776735	885305	3	1111110	15/04/2009	15/07/2009	76	25	17/07/2009	BT	Paid	23/04/2009	5464	77	54	0.710526	0	23	23	54	
776832	800515	6	1111110	22/06/2009	20/08/2009	50	25	13/08/2009	BT	Paid	23/04/2009	5707	50.657.895	29	0.58	0	21.657.895	21.657.895	29	
776838	1019188	6	10	18/04/2009	24/04/2010	52	24	25/03/2010	BT	Paid	21/04/2009	1934	57.2	57.2	1.1	0	0	0	57.2	
776856	75114	8	1111110	8/4/2009	13/07/2009	76	10	3/7/2009	BT	Paid	27/04/2009	290	77	77	0.891579	9.24	0	9.24	67.76	
776870	833565	1	1111110	8/5/2009	20/05/2010	304	10	20/04/2010	BT	Paid	5/5/2009	4924	259	259	0.851974	0	0	0	259	
776922	990266	8	1111110	8/5/2009	7/5/2010	304	10	7/4/2010	BT	Paid	23/04/2009	876	259	259	0.851974	0	0	0	259	
776949	111822	8	1111110	8/5/2009	7/5/2010	304	10	7/4/2010	BT	Paid	20/04/2009	876	259	259	0.851974	0	0	0	259	
